방면명,date,직진,좌회전,우회전,합계,빨간날
연산터널→연산교차로,2023.6.6 22:00,173,197,63,433,1
교대→연산교차로,2023.6.6 23:00,139,0,165,304,1
부산시청→연산교차로,2023.6.6 23:00,287,167,93,547,1
사직운동장→연산교차로,2023.6.6 23:00,93,246,58,397,1
신리→연산교차로,2023.6.6 23:00,179,82,29,290,1
안락→연산교차로,2023.6.6 23:00,220,0,49,269,1
연산터널→연산교차로,2023.6.6 23:00,145,153,73,371,1
교대→연산교차로,2023.6.7 00:00,118,0,160,278,0
부산시청→연산교차로,2023.6.7 00:00,237,141,104,482,0
사직운동장→연산교차로,2023.6.7 00:00,76,219,67,362,0
신리→연산교차로,2023.6.7 00:00,136,83,27,246,0
안락→연산교차로,2023.6.7 00:00,194,0,53,247,0
연산터널→연산교차로,2023.6.7 00:00,143,176,78,397,0
교대→연산교차로,2023.6.7 01:00,102,0,142,244,0
부산시청→연산교차로,2023.6.7 01:00,190,133,81,404,0
사직운동장→연산교차로,2023.6.7 01:00,65,191,51,307,0
신리→연산교차로,2023.6.7 01:00,117,70,18,205,0
안락→연산교차로,2023.6.7 01:00,151,0,41,192,0
연산터널→연산교차로,2023.6.7 01:00,110,122,47,279,0
교대→연산교차로,2023.6.7 02:00,70,0,92,162,0
부산시청→연산교차로,2023.6.7 02:00,171,95,70,336,0
사직운동장→연산교차로,2023.6.7 02:00,56,161,39,256,0
신리→연산교차로,2023.6.7 02:00,88,39,19,146,0
안락→연산교차로,2023.6.7 02:00,132,0,24,156,0
연산터널→연산교차로,2023.6.7 02:00,83,137,46,266,0
교대→연산교차로,2023.6.7 03:00,59,0,87,146,0
부산시청→연산교차로,2023.6.7 03:00,138,77,62,277,0
사직운동장→연산교차로,2023.6.7 03:00,47,139,33,219,0
신리→연산교차로,2023.6.7 03:00,78,40,12,130,0
안락→연산교차로,2023.6.7 03:00,99,0,24,123,0
연산터널→연산교차로,2023.6.7 03:00,87,97,58,242,0
교대→연산교차로,2023.6.7 04:00,61,0,67,128,0
부산시청→연산교차로,2023.6.7 04:00,151,75,52,278,0
사직운동장→연산교차로,2023.6.7 04:00,30,118,25,173,0
신리→연산교차로,2023.6.7 04:00,100,53,9,162,0
안락→연산교차로,2023.6.7 04:00,172,0,38,210,0
연산터널→연산교차로,2023.6.7 04:00,85,105,33,223,0
교대→연산교차로,2023.6.7 05:00,95,0,155,250,0
부산시청→연산교차로,2023.6.7 05:00,230,162,76,468,0
사직운동장→연산교차로,2023.6.7 05:00,56,169,32,257,0
신리→연산교차로,2023.6.7 05:00,200,99,12,311,0
안락→연산교차로,2023.6.7 05:00,323,0,58,381,0
연산터널→연산교차로,2023.6.7 05:00,137,154,29,320,0
교대→연산교차로,2023.6.7 06:00,184,0,262,446,0
부산시청→연산교차로,2023.6.7 06:00,367,245,125,737,0
사직운동장→연산교차로,2023.6.7 06:00,108,298,51,457,0
신리→연산교차로,2023.6.7 06:00,320,154,27,501,0
안락→연산교차로,2023.6.7 06:00,526,0,87,613,0
연산터널→연산교차로,2023.6.7 06:00,226,234,49,509,0
교대→연산교차로,2023.6.7 07:00,274,0,437,711,0
부산시청→연산교차로,2023.6.7 07:00,538,377,229,1144,0
사직운동장→연산교차로,2023.6.7 07:00,234,508,62,804,0
신리→연산교차로,2023.6.7 07:00,481,254,30,765,0
안락→연산교차로,2023.6.7 07:00,590,0,92,682,0
연산터널→연산교차로,2023.6.7 07:00,305,375,49,729,0
교대→연산교차로,2023.6.7 08:00,328,0,492,820,0
부산시청→연산교차로,2023.6.7 08:00,617,401,314,1332,0
사직운동장→연산교차로,2023.6.7 08:00,244,650,65,959,0
신리→연산교차로,2023.6.7 08:00,520,347,30,897,0
안락→연산교차로,2023.6.7 08:00,628,0,112,740,0
연산터널→연산교차로,2023.6.7 08:00,308,372,40,720,0
교대→연산교차로,2023.6.7 09:00,282,0,477,759,0
부산시청→연산교차로,2023.6.7 09:00,511,375,258,1144,0
사직운동장→연산교차로,2023.6.7 09:00,232,561,101,894,0
신리→연산교차로,2023.6.7 09:00,453,348,31,832,0
안락→연산교차로,2023.6.7 09:00,591,0,107,698,0
연산터널→연산교차로,2023.6.7 09:00,303,355,44,702,0
교대→연산교차로,2023.6.7 10:00,305,0,436,741,0
부산시청→연산교차로,2023.6.7 10:00,556,358,274,1188,0
사직운동장→연산교차로,2023.6.7 10:00,334,543,70,947,0
신리→연산교차로,2023.6.7 10:00,469,262,65,796,0
안락→연산교차로,2023.6.7 10:00,560,0,136,696,0
연산터널→연산교차로,2023.6.7 10:00,287,364,31,682,0
교대→연산교차로,2023.6.7 11:00,305,0,446,751,0
부산시청→연산교차로,2023.6.7 11:00,556,340,255,1151,0
사직운동장→연산교차로,2023.6.7 11:00,293,542,94,929,0
신리→연산교차로,2023.6.7 11:00,411,250,65,726,0
안락→연산교차로,2023.6.7 11:00,526,0,123,649,0
연산터널→연산교차로,2023.6.7 11:00,282,278,49,609,0
교대→연산교차로,2023.6.7 12:00,308,0,413,721,0
부산시청→연산교차로,2023.6.7 12:00,511,315,264,1090,0
사직운동장→연산교차로,2023.6.7 12:00,239,524,91,854,0
신리→연산교차로,2023.6.7 12:00,424,238,26,688,0
안락→연산교차로,2023.6.7 12:00,514,0,156,670,0
연산터널→연산교차로,2023.6.7 12:00,244,253,56,553,0
교대→연산교차로,2023.6.7 13:00,330,0,402,732,0
부산시청→연산교차로,2023.6.7 13:00,533,458,266,1257,0
사직운동장→연산교차로,2023.6.7 13:00,341,587,100,1028,0
신리→연산교차로,2023.6.7 13:00,422,271,56,749,0
안락→연산교차로,2023.6.7 13:00,457,0,103,560,0
연산터널→연산교차로,2023.6.7 13:00,237,278,26,541,0
교대→연산교차로,2023.6.7 14:00,349,0,501,850,0
부산시청→연산교차로,2023.6.7 14:00,603,421,306,1330,0
사직운동장→연산교차로,2023.6.7 14:00,347,612,93,1052,0
신리→연산교차로,2023.6.7 14:00,469,269,54,792,0
안락→연산교차로,2023.6.7 14:00,439,0,97,536,0
연산터널→연산교차로,2023.6.7 14:00,245,267,42,554,0
교대→연산교차로,2023.6.7 15:00,340,0,448,788,0
부산시청→연산교차로,2023.6.7 15:00,625,468,292,1385,0
사직운동장→연산교차로,2023.6.7 15:00,308,592,59,959,0
신리→연산교차로,2023.6.7 15:00,480,296,51,827,0
안락→연산교차로,2023.6.7 15:00,435,0,109,544,0
연산터널→연산교차로,2023.6.7 15:00,235,278,40,553,0
교대→연산교차로,2023.6.7 16:00,364,0,474,838,0
부산시청→연산교차로,2023.6.7 16:00,636,530,303,1469,0
사직운동장→연산교차로,2023.6.7 16:00,293,667,55,1015,0
신리→연산교차로,2023.6.7 16:00,518,275,44,837,0
안락→연산교차로,2023.6.7 16:00,462,0,102,564,0
